101994,www.rstc.edu,Reid State Technical College,I65 and Hwy 83,Evergreen,AL,36401,Dr . Douglas M Littles,2515781313,2515784824,630510731,569200,Conecuh County,www.rstc.edu
102030,www.bishop.edu,Bishop State Community College,351 North Broad Street,Mobile,AL,36603-5898,James Lowe,2514057000,2514389523,630507477,103000,Mobile County,www.bishop.edu
102049,www.samford.edu,Samford University,800 Lakeshore Drive,Birmingham,AL,35229-2240,Andrew Westmoreland,2057262011,2057262738,630312914,103600,Jefferson County,www.samford.edu
102058,selmauniversity.org,Selma University,"1501 Lapsley St, Dinkins Hall",Selma,AL,36701,"Dr. Alvin A. Cleveland, Sr.",3348722533, ,630367461,4067300,Dallas County,selmauniversity.org
102067,www.sheltonstate.edu,Shelton State Community College,9500 Old Greensboro Rd,Tuscaloosa,AL,35405-8522,Joan Y. Davis,2053912211,2053912426,636002149,569100,Tuscaloosa County,www.sheltonstate.edu
102076,www.snead.edu,Snead State Community College,102 Elder Street,Boaz,AL,35957-0734,Dr. Robert J. Exley,2565935120,2565937180,630521412,103800,Marshall County,www.snead.edu
102094,www.southalabama.edu,University of South Alabama,307 N University Blvd,Mobile,AL,36688-0002,Dr. Tony Waldrop,2514606101,2514607876,630477348,105700,Mobile County,www.southalabama.edu
102234,www.shc.edu,Spring Hill College,4000 Dauphin St,Mobile,AL,36608-1791,"Rev. Richard P. Salmi, S.J.",2513804000,2514602182,630302179,104100,Mobile County,www.shc.edu
102261,www.sebc.edu,Southeastern Bible College,2545 Valleydale Road,Birmingham,AL,35224-2083,Dr. Don Hawkins,2059709200,2059709207,630338081,2270400,Shelby County,www.sebc.edu
102270,www.stillman.edu,Stillman College,3601 Stillman Boulevard,Tuscaloosa,AL,35403,"Ernest McNealey, Ph.D.",2053494240,2052478015,630315935,104400,Tuscaloosa County,www.stillman.edu
102298,www.talladega.edu,Talladega College,627 W Battle St,Talladega,AL,35160,Dr. Billy C. Hawkins,2567616100,2567619206,630288870,104600,Talladega County,www.talladega.edu
102313,www.trenholmstate.edu,H Councill Trenholm State Technical College,1225 Air Base Blvd,Montgomery,AL,36108-3199,Mr. Samuel Munnerlyn,3344204300,3344204201,630510750,573400,Montgomery County,www.trenholmstate.edu
102368,www.troy.edu,Troy University,University Avenue,Troy,AL,36082-0001,"Dr. Jack Hawkins, Jr.",3346703100,3346703774,636001102,104700,Pike County,www.troy.edu
102377,www.tuskegee.edu,Tuskegee University,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,Matthew Jenkins,3347278011,3347275276,630288878,105000,Macon County,www.tuskegee.edu
102395,www.ussa.edu,United States Sports Academy,One Academy Drive,Daphne,AL,36526-7055,Dr. Thomas P. Rosandich,2.52E+13,2516251035,630771624,2170600,Baldwin County,www.ussa.edu
102429,www.bscc.edu,Bevill State Community College,1411 Indiana Avenue,Jasper,AL,35501,Anne Mcnutt,2053870511,2052952600,631102108,573300,Walker County,www.bscc.edu
102553,www.uaa.alaska.edu,University of Alaska Anchorage,3211 Providence Drive,Anchorage,AK,99508,Tom Case,9077861800,9077864888,926000147,1146200,Anchorage Municipality,www.uaa.alaska.edu
102580,www.akbible.edu/,Alaska Bible College,248 E Elmwood,Palmer,AK,99645,Nicholas Ringger,9077453201, ,943255546,884300,Matanuska-Susitna Borough,www.akbible.edu/
102614,www.uaf.edu,University of Alaska Fairbanks,505 South Chandalar Drive,Fairbanks,AK,99775-7500,Brian Rogers,9074747211,9074745379,926000147,106300,Fairbanks North Star Borough,www.uaf.edu
102632,www.uas.alaska.edu,University of Alaska Southeast,11120 Glacier Highway,Juneau,AK,99801-8697,John Pugh,8774654827,9077966365,926000147,106500,Juneau City and Borough,www.uas.alaska.edu
102669,www.alaskapacific.edu,Alaska Pacific University,4101 University Dr,Anchorage,AK,99508,Don Bantz,9075611266,9075622337,920023588,106100,Anchorage Municipality,www.alaskapacific.edu
102711,www.avtec.edu/,AVTEC-Alaska's Institute of Technology,809 Second Avenue,Seward,AK,99664-0889,Fred Esposito,9072243322,9072244400,926001185,3160300,Kenai Peninsula Borough,www.avtec.edu/
102845,www.chartercollege.edu,Charter College-Anchorage,2221 E Northern Lights Blvd Ste 120,Anchorage,AK,99508,Larry Capps,9072771000,9072743342,920105865,2576900,Anchorage Municipality,www.chartercollege.edu
103361,www.pwscc.edu,Prince William Sound Community College,303 Lowe Street,Valdez,AK,99686-0097,Jacob Ng,9078341600,9078341691,926000147,1146205,Valdez-Cordova Census Area,www.pwscc.edu
103501,www.alaskacareercollege.edu,Alaska Career College,1415 E Tudor Road,Anchorage,AK,99507-1033,Jennifer Deitz,9.08E+12,9075638330,920106326,2541000,Anchorage Municipality,www.alaskacareercollege.edu
103529,www.alaska.edu/,University of Alaska System of Higher Education,"910 Yukon Drive, Suite 202 Butrovich Building",Fairbanks,AK,99775-5000,Patrick Gamble,9074508000, ,926000147,800500,Fairbanks North Star Borough,www.alaska.edu/
103644,www.everestcollegephoenix.edu,Everest College-Phoenix,"10400 N. 25th Avenue, Suite 190",Phoenix,AZ,85021-1641,Edward Johnson,6029424141,6029430960,330717311,2295000,Maricopa County,www.everestcollegephoenix.edu
103723,www.collinscollege.edu,Collins College,4750 S 44th Place,Phoenix,AZ,85040,Jeff Lagasse,4809663000,4809662599,363772608,2160305,Maricopa County,www.collinscollege.edu
103732,www.empire.edu,Empire Beauty School-Paradise Valley,12827 N Tatum Blvd,Phoenix,AZ,85032,Michael Bouman,8009204593,5704294256,208939053,2173204,Maricopa County,www.empire.edu
103741,www.empire.edu,Empire Beauty School-Tucson,3030 E Speedway Blvd,Tucson,AZ,85716,Michael Bouman,8009204593,5704294256,208939053,966403,Pima County,www.empire.edu
103778,www.thunderbird.edu,Thunderbird School of Global Management,1 Global Place,Glendale,AZ,85306-6000,Larry Penley,6029787000,6024395432,860105586,107000,Maricopa County,www.thunderbird.edu
103787,www.aicag.edu/,American Indian College of the Assemblies of God Inc,10020 N 15th Ave,Phoenix,AZ,85021,Dr. David Moore,6029443335,6029438299,860200899,2199900,Maricopa County,www.aicag.edu/
103811,www.ait-schools.com,American Institute of Technology,440 S 54th Avenue,Phoenix,AZ,85043-4729,Charles R. Wirth,6022332222,6022784849,860608859,2317800,Maricopa County,www.ait-schools.com
103893,www.carrington.edu,Carrington College-Phoenix,8503 N 27th Ave.,Phoenix,AZ,85051-4063,Valentina Colmone,6023935900, ,860316487,2100600,Maricopa County,www.carrington.edu
103909,www.carrington.edu,Carrington College-Mesa,"1001 Southern Ave., Ste. 130",Mesa,AZ,85210,Steve Temple,4802121600, ,860316487,2100611,Maricopa County,www.carrington.edu
103927,www.carrington.edu,Carrington College-Tucson,3550 N Oracle Rd.,Tucson,AZ,85705-5885,Antonio Thompson,5208885885, ,860316487,2100607,Pima County,www.carrington.edu
103945,www.collegeamerica.edu,College America-Flagstaff,3012 East Route 66,Flagstaff,AZ,86004,Suzanne Scales,9.28E+13,9285260763,526407167,3120300,Coconino County,www.collegeamerica.edu
103954,www.arizonaacademy.com,Arizona Academy of Beauty-East,5631 E Speedway Blvd,Tucson,AZ,85712,Stewart White,5208854120,5204233163,860178896,886400,Pima County,www.arizonaacademy.com
103963,www.aai.edu,Arizona Automotive Institute,6829 N 46th Ave,Glendale,AZ,85301-3579,Darin Bargen,6239347273,6239375000,10847000,1084700,Maricopa County,www.aai.edu
104090,www.brooklinecollege.edu,Brookline College-Phoenix,"2445 W. Dunlap Ave., Ste. 100",Phoenix,AZ,85021,Luis Armendariz,6022426265,6029732572,860372922,2218800,Maricopa County,www.brooklinecollege.edu
104151,www.asu.edu/,Arizona State University-Tempe,University Drive and Mill Avenue,Tempe,AZ,85287,Michael M. Crow,4809659011,4809653610,860196696,108100,Maricopa County,www.asu.edu/
104160,www.azwestern.edu,Arizona Western College,2020 S. Avenue 8E,Yuma,AZ,85365-8834,Glenn Mayle,9283176000,9283176012,860179321,107100,Yuma County,www.azwestern.edu
104179,www.arizona.edu,University of Arizona,1401 E University,Tucson,AZ,85721-0066,Ann Weaver Hart,5206212211,5206219323,866004791,108300,Pima County,www.arizona.edu
104188,www.suva.edu,Southwest University of Visual Arts-Tucson,2525 N Country Club Rd,Tucson,AZ,85716,Stephanie Dietzman,5203250123,5203255535,860567728,2491500,Pima County,www.suva.edu
104294,www.brillare.com/,Brillare Hairdressing Academy,"15147 N. Scottsdale Road, Suite H-300",Scottsdale,AZ,85254,Christa Jones,4809944222,4809948319,452571484,2561900,Maricopa County,www.brillare.com/
104346,www.centralaz.edu,Central Arizona College,8470 N Overfield Rd,Coolidge,AZ,85128-9030,Doris Helmich,5204945444,5204945968,860180838,728300,Pinal County,www.centralaz.edu
104364,www.brownmackie.edu,Brown Mackie College-Tucson,4585 E Speedway Blvd.,Tucson,AZ,85712,Timothy Bush,5203276866,5203193495,860264601,4051325,Pima County,www.brownmackie.edu
104391,www.charlesofitaly.edu,Charles of Italy Beauty College,"1987 McCulloch Blvd, Suite 205",Lake Havasu City,AZ,86403,Charles Bartolomeo,9284536666,9285052544,860409030,2280500,Mohave County,www.charlesofitaly.edu
104425,www.cochise.edu,Cochise College,4190 W Highway 80,Douglas,AZ,85607-6190,"J.D. Rottweiler, Ph.D.",5205150500,5204174006,860183151,107200,Cochise County,www.cochise.edu
104434,www.empire.edu,Empire Beauty School-Flagstaff,1790 E Rte 66,Flagstaff,AZ,86004,Michael Bouman,8009204593,5704294256,208939053,1054207,Coconino County,www.empire.edu
104443,www.empire.edu,Empire Beauty School-Chandler,2978 N Alma School Rd #1-3,Chandler,AZ,85224,Michael Bouman,8009204593,5704294256,208939053,1054208,Maricopa County,www.empire.edu
104504,www.cortiva.com/,Cortiva Institute-Tucson,"6390 E. Broadway, Suite 100",Tucson,AZ,85710,Stephen Lazarus,5204075160,5204075159,453228761,2582700,Pima County,www.cortiva.com/
104531,www.devry.edu,DeVry University-Arizona,2149 W Dunlap Ave,Phoenix,AZ,85021-2995,Craig Jacob,6028709222, ,362781982,1072702,Maricopa County,www.devry.edu
104568,www.avalon.com,Avalon School of Cosmetology-Mesa,2111 S Alma School Rd Ste 21,Mesa,AZ,85210,Clint Tryon,4808971688, ,263315719,1085800,Maricopa County,www.avalon.com
104577,www.eac.edu,Eastern Arizona College,615 N. Stadium Ave.,Thatcher,AZ,85552-0769,Mark Bryce,9284288322,9284288462,866000754,107300,Graham County,www.eac.edu
104586,www.erau.edu,Embry-Riddle Aeronautical University-Prescott,3700 Willow Creek Road,Prescott,AZ,86301-3720,Dr. John P. Johnson,9287773728, ,590936101,147902,Yavapai County,www.erau.edu
104665,www.taliesin.edu,Frank Lloyd Wright School of Architecture,Taliesin West,Scottsdale,AZ,85261-4430,Victor E. Sidy,4808602700, ,860197576,2533200,Maricopa County,www.taliesin.edu
104708,www.gccaz.edu,Glendale Community College,6000 W Olive Ave,Glendale,AZ,85302,"Irene Kovala, Ph.D.",6238453000, ,860185552,107600,Maricopa County,www.gccaz.edu
104717,www.gcu.edu,Grand Canyon University,3300 W Camelback Rd,Phoenix,AZ,85017,Brian Mueller,8008009776,6026397838,203356009,107400,Maricopa County,www.gcu.edu
104805,www.anthem.edu,Anthem College-Phoenix,1515 E Indian School Road,Phoenix,AZ,85014,Sara Mayer,9544002000,9544002001,860973099,2263100,Maricopa County,www.anthem.edu
104911,www.intlacademyaz.com/,International Academy of Hair Design,1445 W Southern Ave #2006,Mesa,AZ,85202-4887,Gerald Johnson,4808209422,4809669582,860445130,1218400,Maricopa County,www.intlacademyaz.com/
105118,www.kaplancollege.com/phoenix-az/,Kaplan College-Phoenix,"13610 N Black Canyon Hwy,  Ste 104",Phoenix,AZ,85029,Jacki Rupe,6025481955,6025481956,860370805,2071200,Maricopa County,www.kaplancollege.com/phoenix-az/
105136,www.dist.maricopa.edu,Maricopa Community College System Office,2411 W 14th St,Tempe,AZ,85281-6942,Dr. Rufus Glasper,4807318000, ,860185552,107500,Maricopa County,www.dist.maricopa.edu
105145,www.gatewaycc.edu,GateWay Community College,108 N. 40th Street,Phoenix,AZ,85034,Dr. Steven R. Gonzales,6023925000, ,860185552,830300,Maricopa County,www.gatewaycc.edu
105154,www.mesacc.edu,Mesa Community College,1833 W Southern Ave,Mesa,AZ,85202,Dr. Shouan Pan,4804617000, ,860185552,107700,Maricopa County,www.mesacc.edu
105163,www.itt-tech.edu,ITT Technical Institute-Tucson,1455 W. River Rd,Tucson,AZ,85704-5829,Arnulfo Runas,5204087488,5202929899,362061311,732990,Pima County,www.itt-tech.edu
105172,www.itt-tech.edu,ITT Technical Institute-Tempe,5005 S. Wendler Drive,Tempe,AZ,85282,Chuck Wilson,6024377500,6024377505,362061311,732911,Maricopa County,www.itt-tech.edu
105206,www.mohave.edu,Mohave Community College,1971 Jagerson Ave,Kingman,AZ,86409-1238,Michael Kearns,9287574331, ,860287804,1186400,Mohave County,www.mohave.edu
105215,www.uti.edu/,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,2844 W Deer Valley Rd,Phoenix,AZ,85027,Mr. Bryan Fishkind,6238699644,6235812871,860891802,2100500,Maricopa County,www.uti.edu/
105297,www.dinecollege.edu,Dine College,"Route 12, One Circle Drive",Tsaile,AZ,86556,Maggie George,9287246600,9287243349,860215931,824600,Apache County,www.dinecollege.edu
105330,nau.edu/,Northern Arizona University,"1900 S. Knoles Dr, Babbitt Administrative Center",Flagstaff,AZ,86011-4132,John D. Haeger,9285239011,9285230226,742579628,108200,Coconino County,nau.edu/
105349,www.npc.edu,Northland Pioneer College,2251 E. Navajo Blvd.,Holbrook,AZ,86025-0610,Dr. Jeanne Swarthout,8002667845,9285247312,860277526,1186200,Navajo County,www.npc.edu
105367,www.ottawa.edu,Ottawa University-Phoenix,10020 North 25th Avenue,Phoenix,AZ,85021,Peggie Lanzone,6023711188,6023710035,480543772,193701,Maricopa County,www.ottawa.edu
105428,www.phoenixcollege.edu,Phoenix College,1202 W Thomas Rd,Phoenix,AZ,85013,Dr. Anna Solley,6022642492, ,860185552,107800,Maricopa County,www.phoenixcollege.edu
105482,www.cortiva.com/,Cortiva Institute-Scottsdale,8010 East McDowell Road #214,Scottsdale,AZ,85257,Stephen Lazarus,4809459461,4804258247,453228761,2623800,Maricopa County,www.cortiva.com/
105516,www.phoenix.edu,University of Phoenix-Phoenix Campus,1625 West Fountainhead Parkway,Tempe,AZ,85282-2371,"William Pepicello, PhD",8667660766, ,860344364,2098800,Maricopa County,www.phoenix.edu
105525,www.pima.edu,Pima Community College,4905C East  Broadway Blvd.,Tucson,AZ,85709-1275,Lee D. Lambert,5202064500,5202064535,860208787,726600,Pima County,www.pima.edu
105534,pmi.edu,Pima Medical Institute-Tucson,"3350 East Grant Road, Suite 200",Tucson,AZ,85716,Dale Berg,5203261600,5203263945,860260863,2217100,Pima County,pmi.edu
105543,pmi.edu,Pima Medical Institute-Albuquerque,4400 Cutler Avenue NE,Albuquerque,NM,87110,Lisa Knigge-Huntsman,5058811234,5058815329,860260863,2217103,Bernalillo County,pmi.edu
105589,www.prescott.edu,Prescott College,220 Grove Ave,Prescott,AZ,86301,"Kristin Woolever, Ph.D.",8773502100,9287765137,860294012,2065300,Yavapai County,www.prescott.edu
105659,refrigerationschool.com,Refrigeration School Inc,4210 E Washington Street,Phoenix,AZ,85034-1816,Stephen Malutich,6022757133,6022674811,270932438,1168900,Maricopa County,refrigerationschool.com
105668,www.rio.maricopa.edu,Rio Salado College,2323 W 14th St,Tempe,AZ,85281,Dr. Chris Bustamante,4805178000, ,860185552,2177500,Maricopa County,www.rio.maricopa.edu
105677,www.roberto-venn.com,Roberto-Venn School of Luthiery,1012 NW Grand Ave,Phoenix,AZ,85007,William Eaton,6022431179,6023041175,860298792,2113800,Maricopa County,www.roberto-venn.com
105701,hairacademy.com,Hair Academy of Safford,1550 West Thatcher Blvd,Safford,AZ,85546,Joey Scott,9284280331,9283487714,860379331,3005000,Graham County,hairacademy.com
105747,www.scottsdalecc.edu,Scottsdale Community College,9000 E Chaparral Rd,Scottsdale,AZ,85256,Dr. Jan L. Gehler,4804236000, ,860185552,830400,Maricopa County,www.scottsdalecc.edu
105792,www.southmountaincc.edu,South Mountain Community College,7050 S 24th St,Phoenix,AZ,85042,Dr. Shari L. Olson,6022438135, ,860185552,2146600,Maricopa County,www.southmountaincc.edu
105899,www.arizonachristian.edu,Arizona Christian University,2625 E Cactus Rd,Phoenix,AZ,85032-7097,Gary Damore,6024895300,6024042159,860186050,711300,Maricopa County,www.arizonachristian.edu
105987,www.tucsoncollege.edu,Tucson College,"5151 E Broadway Blvd, Ste.155",Tucson,AZ,85711,Lillie Roman,5202580400,5202963484,840743438,446700,Pima County,www.tucsoncollege.edu
106041,www.uti.edu,Universal Technical Institute of Arizona Inc,10695 West Pierce Street,Avondale,AZ,85323,Mr. Mike Romano,6232454600,6232454601,860891201,822100,Maricopa County,www.uti.edu
106102,www.west.edu,Western International University,1601 W Fountainhead Parkway,Tempe,AZ,85282,Tracy Lorenz,6029432311,6029441831,860781545,2171500,Maricopa County,www.west.edu
106111,www.empire.edu,Empire Beauty School-NW Phoenix,2727 W. Glendale Ave. #200,Glendale,AZ,85051,Michael Bouman,8009204593,5704294256,208939053,945915,Maricopa County,www.empire.edu
106148,www.YC.EDU,Yavapai College,1100 E Sheldon St,Prescott,AZ,86301,Dr. Penelope H. Wills,9284457300, ,860208371,107900,Yavapai County,www.YC.EDU
106245,ualr.edu/www/,University of Arkansas at Little Rock,2801 S University Ave,Little Rock,AR,72204,Joel E. Anderson,5015693000, ,710236904,110100,Pulaski County,ualr.edu/www/
106263,www.uams.edu,University of Arkansas for Medical Sciences,4301 W Markham,Little Rock,AR,72205-7199,"Daniel Rahn, M.D.",5012961275,5016866035,716056774,110900,Pulaski County,www.uams.edu
106281,www.abc-beautycollege.com,ABC Beauty College Inc,203 S 26th Street,Arkadelphia,AR,71923,Charles Kirkpatrick,8702466726,8702466363,621676204,3065100,Clark County,www.abc-beautycollege.com
106306,www.arkansasbaptist.edu,Arkansas Baptist College,1621 Dr. Martin Luther King Drive,Little Rock,AR,72202-6068,Dr. Fitzgerald Hill,5013704000,5013727992,710298658,108700,Pulaski County,www.arkansasbaptist.edu
106315,arkbeautyschool.com,Arkansas Beauty School,5108 Baseline Rd,Little Rock,AR,72209,Patricia Ray,5015625673,5015626037,710648789,3005100,Pulaski County,arkbeautyschool.com
106324,arkansasbeautycollegerussellville.com,Arkansas Beauty College,109 N Commerce St,Russellville,AR,72801,Barbara Ward,4799683075,4799683556,710583561,3997300,Pope County,arkansasbeautycollegerussellville.com
106342,www.lyon.edu,Lyon College,2300 Highland Road,Batesville,AR,72501,Donald V. Weatherman,8703077000,8703077001,710246213,108800,Independence County,www.lyon.edu
106351,www.arkansascollegeofbarbering.com,Arkansas College of Barbering and Hair Design,200 E Washington Ave,North Little Rock,AR,72114,Larry Robinson,5013769696,5013745267,710455324,3023400,Pulaski County,www.arkansascollegeofbarbering.com
106360,www.arthursbeautycollege.com,Arthur's Beauty College Inc-Fort Smith,2000 North B St,Fort Smith,AR,72901-3342,Chris Strawn,4797836245,4797837860,710542768,2363500,Sebastian County,www.arthursbeautycollege.com
106397,www.uark.edu,University of Arkansas,Administration Bldg 425,Fayetteville,AR,72701,G. David Gearhart,4795752000,4795757515,716003252,110800,Washington County,www.uark.edu
